timestamp,organisation_id,organisation_name,team_id,team_name,resource_id,resource_name,resource_type,region,environment,owner_id,owner_name,owner_email,hourly_cost,invocation_count,request_count,execution_duration_ms,memory_mb,concurrency,error_rate,retry_count,cpu_utilization,deployment_version,deployment_timestamp,configuration_change_type,configuration_change_timestamp,ground_truth_root_cause,request_count_change_pct,memory_mb_change_pct
2026-01-01 00:00:00,ORG-03,BluePeak,T-10,Payments,fn-011,fn-011-payments,Serverless Function,ap-south-1,prod,U-010,Payments Owner 3,payments.owner.3@example.com,0.39968974922399175,1310,2235,138.3932930987002,1024,19,0.0044405443515668505,3,64.8,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-11,Platform,fn-012,fn-012-platform,Serverless Function,ap-south-1,prod,U-011,Platform Owner 4,platform.owner.4@example.com,0.28867754541932017,2976,7384,194.50433016465988,256,18,0.004062771279808816,2,11.5,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-12,Data,fn-013,fn-013-data,Serverless Function,ap-south-1,prod,U-012,Data Owner 1,data.owner.1@example.com,0.7040104043025324,1186,2111,143.7521186510966,256,11,0.007082152545560015,4,12.6,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-13,Media,fn-014,fn-014-media,Serverless Function,ap-south-1,prod,U-013,Media Owner 2,media.owner.2@example.com,0.5462329817755823,3178,10041,209.34712213077208,256,9,0.0045824369314778415,3,13.1,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-14,Identity,fn-015,fn-015-identity,Serverless Function,ap-south-1,prod,U-014,Identity Owner 3,identity.owner.3@example.com,0.5114568797211281,578,1897,235.26819397436523,1024,27,0.009288170043340704,4,28.4,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-15,Payments,fn-016,fn-016-payments,Serverless Function,ap-south-1,prod,U-015,Payments Owner 4,payments.owner.4@example.com,0.7602793348468256,553,965,240.3283002274154,1024,28,0.008922884720304397,3,78.0,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-16,Platform,fn-017,fn-017-platform,Serverless Function,ap-south-1,prod,U-016,Platform Owner 1,platform.owner.1@example.com,0.5119813604277872,1010,1543,229.2618651459801,256,10,0.013863632759661147,2,66.3,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-17,Data,fn-018,fn-018-data,Serverless Function,ap-south-1,prod,U-017,Data Owner 2,data.owner.2@example.com,0.6620077685031452,564,993,163.05406983332475,256,24,0.008033961433828235,5,17.4,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-18,Media,fn-019,fn-019-media,Serverless Function,ap-south-1,prod,U-018,Media Owner 3,media.owner.3@example.com,0.3643828557026077,1229,4218,245.68956139485846,256,29,0.008275699830704943,2,65.8,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-19,Identity,fn-020,fn-020-identity,Serverless Function,ap-south-1,prod,U-019,Identity Owner 4,identity.owner.4@example.com,0.3553470017382206,1010,2739,161.46962004218742,1024,29,0.004738835330994471,4,17.4,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-00,Payments,fn-021,fn-021-payments,Serverless Function,ap-south-1,prod,U-020,Payments Owner 1,payments.owner.1@example.com,0.2895524845882146,912,1634,240.50441755419573,256,8,0.008528332924347341,2,11.5,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-01,Platform,fn-022,fn-022-platform,Serverless Function,ap-south-1,prod,U-021,Platform Owner 2,platform.owner.2@example.com,0.298535286500463,1231,1977,196.50384828907985,256,10,0.016076294906918972,4,26.6,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-02,Data,fn-023,fn-023-data,Serverless Function,ap-south-1,prod,U-022,Data Owner 3,data.owner.3@example.com,0.4093377906131168,2408,5616,153.29299766068314,256,7,0.011566946301448945,2,69.1,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-03,Media,fn-024,fn-024-media,Serverless Function,ap-south-1,prod,U-023,Media Owner 4,media.owner.4@example.com,0.8015290157813717,629,1952,189.2301021524782,512,18,0.010314800790137461,3,37.0,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-04,Identity,fn-025,fn-025-identity,Serverless Function,ap-south-1,prod,U-024,Identity Owner 1,identity.owner.1@example.com,0.6262197262224077,1271,2261,118.51473761324961,256,25,0.02036410128498511,2,30.8,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-05,Payments,fn-026,fn-026-payments,Serverless Function,ap-south-1,prod,U-025,Payments Owner 2,payments.owner.2@example.com,0.8196171169459543,1467,3611,221.20941611421927,512,11,0.012634520073577456,5,58.6,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-06,Platform,fn-027,fn-027-platform,Serverless Function,ap-south-1,prod,U-026,Platform Owner 3,platform.owner.3@example.com,0.729804112829861,1135,3097,206.2804146055941,512,33,0.01438464814683187,5,27.7,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-07,Data,fn-028,fn-028-data,Serverless Function,ap-south-1,prod,U-027,Data Owner 4,data.owner.4@example.com,0.5442840816368671,784,2142,157.16902780041914,1024,32,0.01693187221664018,5,18.4,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-08,Media,fn-029,fn-029-media,Serverless Function,ap-south-1,prod,U-028,Media Owner 1,media.owner.1@example.com,0.32143454048520687,2293,6456,209.63043950451913,1024,9,0.014882582139797262,4,20.3,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-09,Identity,fn-030,fn-030-identity,Serverless Function,ap-south-1,prod,U-029,Identity Owner 2,identity.owner.2@example.com,0.8351198574806575,645,1461,231.85094416806407,1024,24,0.0055384706271246155,7,18.5,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-10,Payments,fn-031,fn-031-payments,Serverless Function,ap-south-1,prod,U-030,Payments Owner 3,payments.owner.3@example.com,0.5436825351378568,872,1329,225.83427397011843,1024,34,0.0024901167153631634,4,71.5,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-11,Platform,fn-032,fn-032-platform,Serverless Function,ap-south-1,prod,U-031,Platform Owner 4,platform.owner.4@example.com,0.4019057011992724,1379,2362,184.83845012205387,1024,9,0.014560798512255124,1,64.4,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-12,Data,fn-033,fn-033-data,Serverless Function,ap-south-1,prod,U-032,Data Owner 1,data.owner.1@example.com,0.3897644594705725,900,2531,170.69564228296173,256,32,0.014977114252144439,4,64.0,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-13,Media,fn-034,fn-034-media,Serverless Function,ap-south-1,prod,U-033,Media Owner 2,media.owner.2@example.com,0.650004032774977,2129,3364,153.06906916175063,256,26,0.018121515337416384,4,78.6,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-14,Identity,fn-035,fn-035-identity,Serverless Function,ap-south-1,prod,U-034,Identity Owner 3,identity.owner.3@example.com,0.575307170376517,1334,3645,196.61439809621206,256,34,0.0,1,42.1,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-15,Payments,fn-036,fn-036-payments,Serverless Function,ap-south-1,prod,U-035,Payments Owner 4,payments.owner.4@example.com,0.7051064697156276,997,2636,192.66726488750953,1024,17,0.017923969933169002,5,43.2,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-16,Platform,fn-037,fn-037-platform,Serverless Function,ap-south-1,prod,U-036,Platform Owner 1,platform.owner.1@example.com,0.2727244865148069,1135,2333,217.6684055113235,512,14,0.01199842223570953,3,12.5,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-17,Data,fn-038,fn-038-data,Serverless Function,ap-south-1,prod,U-037,Data Owner 2,data.owner.2@example.com,0.464616323753559,2888,5635,146.32681092804305,512,23,0.012086250714705742,5,35.2,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-18,Media,fn-039,fn-039-media,Serverless Function,ap-south-1,prod,U-038,Media Owner 3,media.owner.3@example.com,0.5603682308953735,2245,7347,200.3271983365429,1024,30,0.008977554513014773,4,13.9,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-19,Identity,fn-040,fn-040-identity,Serverless Function,ap-south-1,prod,U-039,Identity Owner 4,identity.owner.4@example.com,0.3562863935965541,1376,2540,212.74414939128022,512,30,0.0,0,36.1,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-00,Payments,fn-041,fn-041-payments,Serverless Function,ap-south-1,prod,U-040,Payments Owner 1,payments.owner.1@example.com,0.35391399481128927,765,1330,76.24149067554221,512,5,0.024522490073484414,4,24.6,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-01,Platform,fn-042,fn-042-platform,Serverless Function,ap-south-1,prod,U-041,Platform Owner 2,platform.owner.2@example.com,0.5514115661232044,1531,2804,211.4235392943692,1024,7,0.01977362168574395,4,62.9,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-02,Data,fn-043,fn-043-data,Serverless Function,ap-south-1,prod,U-042,Data Owner 3,data.owner.3@example.com,0.5311709128602279,2397,4317,147.06072664262646,256,19,0.012714003703858832,2,15.9,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-03,Media,fn-044,fn-044-media,Serverless Function,ap-south-1,prod,U-043,Media Owner 4,media.owner.4@example.com,0.3666733368799472,725,2012,173.72706810925857,1024,21,0.008479734586311911,1,33.7,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-04,Identity,fn-045,fn-045-identity,Serverless Function,ap-south-1,prod,U-044,Identity Owner 1,identity.owner.1@example.com,0.7075483449645266,1448,4397,251.22756559558735,512,16,0.00815750068999254,4,74.2,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-05,Payments,fn-046,fn-046-payments,Serverless Function,ap-south-1,prod,U-045,Payments Owner 2,payments.owner.2@example.com,0.6168066206552497,747,1626,205.87944353053317,512,26,0.009042110155467898,4,54.4,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-06,Platform,fn-047,fn-047-platform,Serverless Function,ap-south-1,prod,U-046,Platform Owner 3,platform.owner.3@example.com,0.7717610209259357,2138,5248,171.16189329939624,512,24,0.0,5,77.9,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-07,Data,fn-048,fn-048-data,Serverless Function,ap-south-1,prod,U-047,Data Owner 4,data.owner.4@example.com,0.7814339810527238,1242,3685,122.18842981372565,1024,29,0.0023135847589250075,7,74.7,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-08,Media,fn-049,fn-049-media,Serverless Function,ap-south-1,prod,U-048,Media Owner 1,media.owner.1@example.com,0.7059598621406667,1372,3080,198.8312053974888,512,23,0.011411656669529582,5,70.1,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-09,Identity,fn-050,fn-050-identity,Serverless Function,ap-south-1,prod,U-049,Identity Owner 2,identity.owner.2@example.com,0.32064723542322254,1254,3579,196.48977026899752,256,13,0.006799285917011654,4,51.3,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-10,Payments,fn-051,fn-051-payments,Serverless Function,ap-south-1,prod,U-050,Payments Owner 3,payments.owner.3@example.com,0.4973681075147782,950,3109,141.0314185327353,1024,34,0.013147044251716518,5,59.1,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-11,Platform,fn-052,fn-052-platform,Serverless Function,ap-south-1,prod,U-051,Platform Owner 4,platform.owner.4@example.com,0.6052650776833701,1190,3963,244.6738754534616,256,5,0.008954963597170252,1,41.7,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-12,Data,fn-053,fn-053-data,Serverless Function,ap-south-1,prod,U-052,Data Owner 1,data.owner.1@example.com,0.6180023962921206,2010,4704,120.7813072790583,1024,20,0.004585461431244924,3,62.0,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-13,Media,fn-054,fn-054-media,Serverless Function,ap-south-1,prod,U-053,Media Owner 2,media.owner.2@example.com,0.604264684227597,1256,2636,133.91094261296155,1024,28,0.015014847377886022,2,64.9,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-14,Identity,fn-055,fn-055-identity,Serverless Function,ap-south-1,prod,U-054,Identity Owner 3,identity.owner.3@example.com,0.4881230363367055,1498,5227,161.75369784769504,256,33,0.00699493018338433,3,45.9,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-15,Payments,fn-056,fn-056-payments,Serverless Function,ap-south-1,prod,U-055,Payments Owner 4,payments.owner.4@example.com,0.4719260234520138,1765,6035,151.06532335790868,1024,20,0.0053055019962313255,1,31.9,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-16,Platform,fn-057,fn-057-platform,Serverless Function,ap-south-1,prod,U-056,Platform Owner 1,platform.owner.1@example.com,0.2814256998836817,654,1483,216.72107675044722,1024,8,0.004536550696471309,2,70.4,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-17,Data,fn-058,fn-058-data,Serverless Function,ap-south-1,prod,U-057,Data Owner 2,data.owner.2@example.com,0.2209844296554349,986,2444,125.2782718245959,1024,25,0.014114494211647972,4,26.0,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-18,Media,fn-059,fn-059-media,Serverless Function,ap-south-1,prod,U-058,Media Owner 3,media.owner.3@example.com,0.4373945661011759,1609,2569,140.8162443655316,1024,32,0.01034964598561268,0,10.6,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-19,Identity,fn-060,fn-060-identity,Serverless Function,ap-south-1,prod,U-059,Identity Owner 4,identity.owner.4@example.com,0.3889095322349449,1641,2824,101.34560056307005,1024,23,0.016010472385909042,3,21.4,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-00,Payments,fn-061,fn-061-payments,Serverless Function,ap-south-1,prod,U-060,Payments Owner 1,payments.owner.1@example.com,0.7388483123157079,701,1407,169.52573536401601,512,17,0.02229253390517972,5,32.2,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-01,Platform,fn-062,fn-062-platform,Serverless Function,ap-south-1,prod,U-061,Platform Owner 2,platform.owner.2@example.com,0.3030195245050568,1300,2850,182.9267377093695,512,25,0.006662848246905249,6,22.1,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-02,Data,fn-063,fn-063-data,Serverless Function,ap-south-1,prod,U-062,Data Owner 3,data.owner.3@example.com,0.5434240250100079,571,861,177.20946526501172,512,6,0.015365279971080458,4,51.6,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-03,Media,fn-064,fn-064-media,Serverless Function,ap-south-1,prod,U-063,Media Owner 4,media.owner.4@example.com,0.3996838102415563,1333,4228,175.70603768767054,1024,16,0.015974208315399543,3,57.4,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-04,Identity,fn-065,fn-065-identity,Serverless Function,ap-south-1,prod,U-064,Identity Owner 1,identity.owner.1@example.com,0.6512133417267914,1900,5732,136.45279423986958,256,20,0.011303387168863149,0,38.6,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-05,Payments,fn-066,fn-066-payments,Serverless Function,ap-south-1,prod,U-065,Payments Owner 2,payments.owner.2@example.com,0.28087592945761714,1281,2933,188.54365361424232,512,19,0.011639224137112736,2,61.3,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-06,Platform,fn-067,fn-067-platform,Serverless Function,ap-south-1,prod,U-066,Platform Owner 3,platform.owner.3@example.com,0.7322306360513223,1113,2820,222.49664401249754,512,7,0.012375603246584942,3,24.3,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-07,Data,fn-068,fn-068-data,Serverless Function,ap-south-1,prod,U-067,Data Owner 4,data.owner.4@example.com,0.6708327473433041,927,3205,181.24517669446186,1024,23,0.020522146160206485,4,75.5,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-08,Media,fn-069,fn-069-media,Serverless Function,ap-south-1,prod,U-068,Media Owner 1,media.owner.1@example.com,0.5199055958522218,1727,3893,189.7501570079132,1024,31,0.012019498759632609,4,29.5,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-09,Identity,fn-070,fn-070-identity,Serverless Function,ap-south-1,prod,U-069,Identity Owner 2,identity.owner.2@example.com,0.34414687954394785,560,1424,159.52940527734498,256,33,0.009720476377963964,0,55.7,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-10,Payments,fn-071,fn-071-payments,Serverless Function,ap-south-1,prod,U-070,Payments Owner 3,payments.owner.3@example.com,0.5657630839678736,411,824,172.26614387747762,256,21,0.009832105260818692,5,16.8,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-11,Platform,fn-072,fn-072-platform,Serverless Function,ap-south-1,prod,U-071,Platform Owner 4,platform.owner.4@example.com,0.6938508822996995,723,1868,165.7063980460846,1024,17,0.010231486737885502,4,63.2,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-12,Data,fn-073,fn-073-data,Serverless Function,ap-south-1,prod,U-072,Data Owner 1,data.owner.1@example.com,0.6912935420825738,2426,8207,252.11043596834276,256,18,0.002337901330178631,2,27.2,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-13,Media,fn-074,fn-074-media,Serverless Function,ap-south-1,prod,U-073,Media Owner 2,media.owner.2@example.com,0.6377662227403802,1956,6355,146.2978572681659,1024,31,0.013176480442754334,2,64.4,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-14,Identity,fn-075,fn-075-identity,Serverless Function,ap-south-1,prod,U-074,Identity Owner 3,identity.owner.3@example.com,0.5627559437643037,2810,7192,194.4827311016575,1024,11,0.010454279727741001,4,27.7,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-15,Payments,fn-076,fn-076-payments,Serverless Function,ap-south-1,prod,U-075,Payments Owner 4,payments.owner.4@example.com,0.20131941382679008,1690,5633,211.02378858487833,512,29,0.012944600253962914,3,61.9,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-01,Northstar,T-16,Platform,fn-077,fn-077-platform,Serverless Function,ap-south-1,prod,U-076,Platform Owner 1,platform.owner.1@example.com,0.5250490990333375,1374,4590,139.31499269510243,512,5,0.01822324593168479,6,79.5,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-02,Vertex,T-17,Data,fn-078,fn-078-data,Serverless Function,ap-south-1,prod,U-077,Data Owner 2,data.owner.2@example.com,0.402392103537133,756,1826,181.21141559648396,256,22,0.00830322550511458,5,43.1,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-03,BluePeak,T-18,Media,fn-079,fn-079-media,Serverless Function,ap-south-1,prod,U-078,Media Owner 3,media.owner.3@example.com,0.8340914510670172,510,945,205.74540823499308,1024,15,0.013791888902568373,6,61.7,,,,,NORMAL,0.0,0.0
2026-01-01 00:00:00,ORG-04,Orbit,T-19,Identity,fn-080,fn-080-identity,Serverless Function,ap-south-1,prod,U-079,Identity Owner 4,identity.owner.4@example.com,0.49952535797260805,1308,3844,184.24122822548117,1024,8,0.010784585127469267,3,16.4,,,,,NORMAL,0.0,0.0
2026-01-01 01:00:00,ORG-01,Northstar,T-00,Payments,fn-001,fn-001-payments,Serverless Function,ap-south-1,prod,U-080,Payments Owner 1,payments.owner.1@example.com,0.6357707496541446,909,2568,193.2594911210438,1024,9,0.018653828747117466,4,29.8,,,,,NORMAL,22.636103151862464,300.0
2026-01-01 01:00:00,ORG-02,Vertex,T-01,Platform,fn-002,fn-002-platform,Serverless Function,ap-south-1,prod,U-081,Platform Owner 2,platform.owner.2@example.com,0.65329981829354,1284,2446,201.56471338007833,256,16,0.0,4,58.0,,,,,NORMAL,-9.608277900960827,0.0
2026-01-01 01:00:00,ORG-03,BluePeak,T-02,Data,fn-003,fn-003-data,Serverless Function,ap-south-1,prod,U-082,Data Owner 3,data.owner.3@example.com,0.25267396581952084,842,2736,214.51477109362688,512,12,0.014834071835455006,4,73.9,,,,,NORMAL,-75.10010921004732,-50.0
2026-01-01 01:00:00,ORG-04,Orbit,T-03,Media,fn-004,fn-004-media,Serverless Function,ap-south-1,prod,U-083,Media Owner 4,media.owner.4@example.com,0.7772897440576674,680,2350,136.53855648925625,512,13,0.008775588493366907,3,28.0,,,,,NORMAL,-48.35164835164834,0.0
2026-01-01 01:00:00,ORG-01,Northstar,T-04,Identity,fn-005,fn-005-identity,Serverless Function,ap-south-1,prod,U-084,Identity Owner 1,identity.owner.1@example.com,0.554400549586504,1015,1966,164.0235099521347,256,28,0.006133797278721863,0,68.7,,,,,NORMAL,21.43298332303891,-50.0
2026-01-01 01:00:00,ORG-02,Vertex,T-05,Payments,fn-006,fn-006-payments,Serverless Function,ap-south-1,prod,U-085,Payments Owner 2,payments.owner.2@example.com,0.3604679273561053,993,1719,171.9747571256692,1024,23,0.00044323444167083427,1,75.3,,,,,NORMAL,-47.845873786407765,100.0
2026-01-01 01:00:00,ORG-03,BluePeak,T-06,Platform,fn-007,fn-007-platform,Serverless Function,ap-south-1,prod,U-086,Platform Owner 3,platform.owner.3@example.com,0.802515773316663,1238,2198,195.14080581041532,256,21,0.010662374353673312,3,45.1,,,,,NORMAL,-19.012527634487842,-50.0
2026-01-01 01:00:00,ORG-04,Orbit,T-07,Data,fn-008,fn-008-data,Serverless Function,ap-south-1,prod,U-087,Data Owner 4,data.owner.4@example.com,0.6696913535232891,1200,4180,222.92025344771324,256,25,0.019475113017889793,4,34.7,,,,,NORMAL,110.0502512562814,-50.0
2026-01-01 01:00:00,ORG-01,Northstar,T-08,Media,fn-009,fn-009-media,Serverless Function,ap-south-1,prod,U-088,Media Owner 1,media.owner.1@example.com,0.7405010165408002,556,1747,225.62477737328305,512,9,0.018924389738115176,4,47.4,,,,,NORMAL,23.375706214689274,100.0
2026-01-01 01:00:00,ORG-02,Vertex,T-09,Identity,fn-010,fn-010-identity,Serverless Function,ap-south-1,prod,U-089,Identity Owner 2,identity.owner.2@example.com,0.28620954924490016,1373,2060,153.7565331600419,256,29,0.008585023826950883,0,21.8,,,,,NORMAL,-10.00436871996505,-75.0
2026-01-01 01:00:00,ORG-03,BluePeak,T-10,Payments,fn-011,fn-011-payments,Serverless Function,ap-south-1,prod,U-090,Payments Owner 3,payments.owner.3@example.com,0.34414108335429106,384,1208,170.79243014402766,512,18,0.01829024556026678,4,35.8,,,,,NORMAL,-45.950782997762865,-50.0
2026-01-01 01:00:00,ORG-04,Orbit,T-11,Platform,fn-012,fn-012-platform,Serverless Function,ap-south-1,prod,U-091,Platform Owner 4,platform.owner.4@example.com,0.407375536863331,835,2507,204.15365486674042,1024,16,0.012838523188164851,1,79.3,,,,,NORMAL,-66.04821235102925,300.0
2026-01-01 01:00:00,ORG-01,Northstar,T-12,Data,fn-013,fn-013-data,Serverless Function,ap-south-1,prod,U-092,Data Owner 1,data.owner.1@example.com,0.3298887303233576,828,1985,183.8714592902537,256,13,0.018837721433137444,2,61.4,,,,,NORMAL,-5.968735196589292,0.0
